cancel  v.删去,取消
interference  n.(in)干涉，干预；(with)妨碍，打扰
commute  v.交换,坐公共交通车上下班
anarchist  n.无政府主义者
colony  n.殖民地；侨民；聚居区；(动植物的)群体
wagon  n.运货马车，运货车；敞蓬车厢
shepherd  n.牧羊人;vi.带领,照看
allusion  n.暗示，间接提示
beguile  v.欺骗,诱骗
debut  n.初次登台,初次露面
polished  adj.精致的,完美的;文雅的
correspondingly  adv.相符地
seascape  n.海景
stripling  n.年轻男子
alias  n.化名,别名
hospital  n.医院
ceiling  n.天花板
deserve  v.应得,应受
restore  vt.恢复,使回复;修复,整修;归还，交还
exude  v.使慢慢流出；四溢
chef  n.厨师
alibi  n.某人当时不在犯罪现场的申辩或证明;借口
lassitude  n.无力；没精打采
meal  n.一餐
misconstrue  v.误解,曲解
biographer  n.传记记者
mean  v.意思是
meat  n.肉
chew  v./n.嚼,咀嚼
pedestrian  n.步行者a.徒步的，呆板的，通俗的
ferret  n.雪貂；v.搜寻
attendance  n.出席；出席人数；护理，照料
monstrous  a.可怕的；极大的
flinty  adj.极坚硬的
radioactive  a.放射性，放射引起的
appall  v.使惊骇,使恐怖
beef  n.牛肉
alphabet  n.字母表；初步，入门
stride  v./n.大踏步走
meek  a.温顺的,谦逊的
rectitude  n.诚实,正直
advance  n.前进；增进
stimulant  n.兴奋剂,刺激物
appreciate  vt.为…表示感激，感谢；欣赏，赏识，评价
qualitative  a.质的,定性的
bleach  n.漂白剂;v.漂白
diverse  a.多种多样的,各不相同的
duckling  n.雏鸭,小鸭
strict  a.(with)严格的，严厉的；严谨的，精确的
beet  n.甜菜
beer  n.啤酒
lavishly  adv.浪费地
filigree  n.金银丝做的工艺品
preference  n.(for，to)偏爱，喜爱；优惠；优先选择
apotheosis  n.神化；典范
distort  vt.扭曲,使变形;歪曲,曲解
earphone  n.耳机
interrelate  v.互相关连,相关
timorous  adj.胆小的,胆怯的
hoe  vt.&vi.锄地
organ  n.器官,报刊,风琴
dissipated  adj.浪费的；放荡的
shiver  vi./n.颤抖,哆嗦
GNP  n.(缩)国民总收入
hop  v./n.单足跳,弹跳
hot  a.热情的；热
liquor  n.酒,酒类
vanity  n.自大,虚荣;无价值,空虚
characteristic  a./n.特有的,表示特征的;特性
libido  n.性欲；生命力
interior  a.内部的，里面的n.内部，内地
how  ad.如何
uncouth  adj.粗野笨拙的
receptionist  n.接待员
lubricate  vt.使润滑,使顺利
fallacy  n.谬误,错误
blare  v.高声鸣叫
chip  n.片屑,薄片,集成电路v.削,铲,形成缺口
chin  n.颏,下巴
blast  n.一阵;爆炸气浪;巨响;vt.(用炸药)炸,摧毁
lethargic  adj.昏睡的
vulture  n.秃鹫
repel  vt.击退,逐回,驱逐;排斥;使厌恶
answer  vt.回答
meet  v.遇见n.会议
underscore  v.在...之下划线;强调
seashore  n.海滨
timidity  n.胆怯
restored  adj.恢复的,复修的
blase  adj.厌倦的;冷漠的
inborn  adj.天生的,天赋的
listener  n.听者，听众之一
enmesh  v.(通常被动)绊住,陷入网
overwrought  adj.紧张过度的
burglar  n.(入室行窃的)盗贼
blockade  v./n.封锁
reply  v.&n.回答
vanish  vi.消失
ornithology  n.鸟类学
blandishment  n.奉承，甘言劝诱
vision  n.视力，视觉；远见；洞察力；幻想，幻影；想象力
reshuffle  v.再洗牌；改组
colonnade  n.柱廊
blame  n.过失；责备v.责备
reckon  vt./vi.计算
excerpt  n.书、电影、乐曲等的节录
confusion  n.困惑，糊涂；混淆；混乱，骚乱
abet  v.教唆,协助(罪犯)
blank  a.(纸)没有写字的;(表格)空白的;失色的;n.空白;空虚;空弹
analytical  adj.分析的，解析的
conclave  n.秘密会议
aggregation  n.总计，集合
buffoon  n.演出时的丑角,粗俗而愚蠢的人
ingratiate  v.逢迎,讨好
cursory  adj.粗略的,草率的
conceited  adj.自负的
bland  adj.(人)情绪平稳的；(食物)无味的
microbe  n.微生物
shameful  a.可耻的；不道德的
hallow  v.把...视为神圣,尊敬
Mexican  n.&adj.墨西哥人(的)
lumber  n.木材，木料
tuition  n.教学,学费
Fahrenheit  n.华氏温度计
utopian  adj.乌托邦式的,梦想的
generality  n.概述
although  conj.虽然
hub  n.轴心；中心
hue  n.色彩,色泽
diplomat  n.外交人员
hug  vt./n.紧抱,拥抱
icicle  n.冰柱,冰垂
president  n.总统
basket  n.篮子
hum  v./n.嗡嗡叫,嘈杂声
envy  n./vt.妒忌,妒忌的对象;羡慕
hut  n.小屋，棚屋
simulation  n.假装,模仿
adventurous  adj.冒险的
irrefutable  adj.驳不倒的
memo  n.备忘录
artifice  n.巧办法;诡计
parturition  n.生产,分娩
superficial  a.表面的,表皮的;肤浅的,一知半解的
melt  v.(使)融化，(使)熔化
kitten  n.小猫
mirage  n.幻影,海市蜃楼
subterranean  adj.地下的
bend  n.弯曲v.弯曲
nonconformist  adj./n.不遵照传统生活的(人)
casualty  n.伤亡人员
spatial  a.空间的,关于空间的
penury  n.贫穷
meld  v.混合,合并
predominance  n.优越，杰出
belt  n.(皮)带，腰带；地带
fabrication  n.制作，构成；捏造
chop  n./v.砍,劈,剁
platonic  a.理论的；纯精神上的，没有感官欲望的
bell  n.铃
blockage  n.封锁
dustbin  n.簸箕
soggy  adj.湿透的
impression  n.印象，感想；盖印，压痕
discreetly  adv.慎重地
nonconformity  n.不遵从(传统)
instantaneous  adj.立即的,瞬间发生的
fosse  n.护城河
eight  num.八
barbecue  n.烤肉架,烤肉
malfunction  v.发生故障;n.故障,障碍
bibliography  n.文献学；参考书目
hereto  adv.对此
travail  n.艰苦劳动,痛苦
generalize  v.概括,归纳
strike  v.&n.罢工；打击
bent  n.爱好,癖好
smack  n.滋味v.劈啪地响
heresy  n.异端邪说
trigger  n.(枪)扳机;引起反应的行动;vt.触发,引起
menu  n.菜单
culmination  n.顶点,结果
meticulous  a.谨小慎微的;过细的
radar  n.雷达
withhold  vt.拒绝给某事物;抑制
presumptuous  adj.专横的,冒昧的
able  a.有才能的，能够的
mend  v.修理，缝补；改正，改进
spectral  adj.幽灵的
rotate  v.旋转,轮流
undeniable  adj.不可否认的
concerned  adj.有关的
conscience  n.良心;犯罪感
banquet  n./vt.宴会,设宴
engulf  v.吞没
envious  adj.嫉妒的
tantalize  v.挑惹,挑逗
radio  n.收音机
blade  n.刀刃，刀片；桨叶；草叶，叶片
solution  n.解答，解决办法；溶解，溶液
diverge  vi.分岔；分歧
make-shift  adj.临时的n.权宜之计
extrude  v.挤出,逐出;突出
opponent  n.对手，反对者，敌手a.对立的，对抗的
international  a.国际的，世界(性)的，跨国的
countersignature  n.副署，会签
regardless  a.不注意的,不顾的
emblem  n.象征,标志
upward  a.向上的，上升的ad.向上
artifacts  n.史前古器物
immure  v.监禁
confiscate  v.没收,充公
filial  adj.子女的
canonical  adj.符合规定的,经典的
millimetre  n.毫米
professor  n.教授
troupe  n.歌唱团,剧团
designation  n.指定，委派
present  n.现在；礼物
freelancer  n.自由作家等
strife  n.争吵；冲突，斗争；竞争
transgression  n.违法，罪过
remodel  v.重建,改变形状
best  a.最好的(good和well的最高级)ad.最好地；最
mess  n.凌乱状态,脏乱状态;混乱的局面,困境;v.弄糟,弄脏,搞乱
disputant  n.争执者,争论者
peerless  adj.无可匹敌的
mesa  n.高台地,平顶山
mesh  n.网,筛孔
ruck  n.皱褶;普通群众
gorilla  n.大猩猩；暴徒，打手
immune  adj.免疫的
impressive  a.给人深刻印象的,惊人的
rotary  a.旋转的
compound  n./a.混合物(的),复合词(的)v.使混合,使复杂
master  n.主人；雇主
negro  n.黑人a.黑人的
Mediterranean  n.地中海a.地中海的
concerning  prep.关于，论及
conventional  a.惯例的，常规的
regulation  n.规则，规章；调节，校准；调整
puzzle  n.难题;谜;v.迷惑
hypocrisy  n.伪善，虚伪
mere  a.纯粹的；仅仅，只不过
relent  v.动怜悯心；减弱
suburb  n.市郊，郊区
hypocrite  n.伪善者,伪君子
lubricant  n.润滑剂
sedulous  adj.聚精会神的,勤勉的
annoy  vt.使烦恼,使生气
profess  v.表白
miscarry  v.未运到(目的地)
originality  n.独创性
Marxism  n.马克思主义
convulse  v.使震动,震惊
unregenerate  adj.不知悔改的
reflect  v.反射，反映，表现，反省，沉思
Marxist  a.马克思主义的n.马克思主义者
massacre  n./vt.大屠杀,残杀
bungle  v.粗制滥造n.拙劣的工作
runner  n.赛跑的人
teetotalism  n.绝对禁酒
backdrop  n.背景幕布
herein  adv.在此
vitamin  n.维生素
intention  n.意图，意向，目的
rude  a.粗鲁的；猛烈的，残暴的；粗糙的，粗陋的
elongate  v.延长,伸长
fray  n.吵架,打斗；v.磨破
mete  v.给予，分配；测量；n.边界
asymmetric  (al)adj.不对称的
brindled  adj.有棕色斑纹的
pawnbroker  n.典当商,当铺老板
functional  adj.功能的
debar  v.阻止
permeable  adj.可渗透的
fret  v./n.烦恼,侵蚀
deliberation  n.慎重，故意
promulgate  v.颁布,传播(法令)
monotony  n.单调，枯燥
mermaid  n.美人鱼
heliotrope  n.向阳植物
metamorphose  v.变形
overdue  adj.过期未付的
spire  n.(教堂)尖顶
retaliate  v.报复,反击
free  a.自由的
galaxy  n.(银河)星群,显赫的人群
unpalatable  adj.令人讨厌的
rebellion  n.叛乱，反抗，起义
reaction  n.反应；反作用
jubilant  adj.喜悦的,欢呼的
bevy  n.一群(少女)
valor  n.英勇
procrastination  n.延迟,拖延
actually  ad.实际上；竟然
afraid  a.害怕的
cessation  n.中止,(短暂的)停止
stagnation  n.停滞
household  n.家庭，家人a.家庭(务)的，家常的
extol  v.赞美
invite  vt.邀请
bulletin  n.公报
countable  adj.可计算的
calculation  n.计算，计算结果
crumble  v.弄碎,灭亡,消失
circumvent  v.绕行;用计谋战胜或规避
instinct  n.本能
dingy  a.脏的,邋遢的
unregulated  adj.未受管理的,未受约束的
ice  n.冰
shrug  n./v.耸肩
coordination  n.协调，配合
shrub  n.灌木,灌木丛
spike  n.长钉,大钉
vituperative  adj.辱骂的
bumptious  adj.傲慢的,自夸的
engrave  vt.刻上;铭记
glimmer  v.发微光；n.摇曳的微光
ruin  v.破产
icy  a.冰冷的；冷冰冰的
maudlin  adj.感情脆弱的,爱哭的
spill  vt./vi.(使)溢出,(使)溅出
revealing  adj.暴露的,裸露的;揭露性的
abut  v.接界,毗连
anemia  n.贫血,贫血症
attune  (to)v.使调和
inspect  vt.检查，调查，视察
disadvantageous  adj.不利的
gulp  v.吞下
ebullience  n.兴冲冲,亢奋
sequential  adj.连续的,一连串的
rule  n.规则；惯例
detect  vt.发现,发觉;侦察
saliferous  adj.含盐的,产盐的
amateur  n./a.业余爱好者(的)
seine  n.拉网,大捕鱼网
girdle  n.腰带；转绕物；v.环绕
canvass  v.游说
resentment  n.不满，愤恨
poem  n.诗
gulf  n.海湾
poet  n.诗人
sneeze  vi.打喷嚏，发喷嚏声n.喷嚏
byline  n.(列作者名字的)报刊文章首行
gull  n.海鸥；v.欺骗
blinds  n.百页窗
nickel  n.镍,美国五分镍币
rapids  n.急流,湍流
refuge  n.避难处，藏身处
dramatic  a.引人注目的,突然的;戏剧性的,激动人心的;戏剧的,剧本的
groundless  adj.无根据的
calculating  adj.深谋远虑的,精明的
theology  n.神学
vicar  n.教区牧师
parasite  n.寄生虫,寄生植物,靠他人为生的人
reportorial  adj.记者的；记实的
deficiency  n.缺乏,不足;缺陷
imaginary  a.想象的，虚构的
venerable  adj.可敬的
hereof  adv.在本文件中
spiny  adj.针状的；多刺的
hemophilia  n.血友病,出血不止
equestrian  n.骑师;adj.骑马的
sturdy  a.强健的,坚实的
malefactor  n.罪犯,作恶者
rung  n.梯子横挡,梯级
preparation  n.准备，预备；制剂，制备品
compatible  a.可和谐共存的;兼容的
charitable  adj.仁慈的；宽厚的
critic  n.批评家，评论家
occidental  adj.西方的，西洋的
enable  v.使能够，使成为可能；授予权利或方法
slavery  n.奴隶制度；苦役
randomize  v.使随机化
softness  n.温和，柔和；软弱
filing  n.档案管理
spectrum  n.光谱,系列
daguerreotype  n.(早期)银版照相
emperor  n.皇帝
dropout  n.中途退出者
breakfast  n.早餐
valve  n.阀,活门
boarding  n.伙食
refund  n.归还;归还额;vt.归还
remnant  n.残余,剩余
hillside  n.(小山)山腰，山坡
seize  v.抓住
church  n.教堂
classical  a.经典的，古典(文学)的
affectionate  adj.充满感情的
nettle  n.荨麻；v.烦忧,激恼
shroud  n.遮蔽物
nick  n.小伤口,刻痕
discontinue  v.中断
blaze  n.火焰,光辉;爆发;v.熊熊燃烧;闪耀;(感情)激发
mysterious  a.神秘的，可疑的，难理解的
meager  adj.贫乏的
polarization  n.极化,分裂
undergo  vt.经历,遭受
delineate  v.描画
erase  vt.擦掉,抹掉
gratify  v.使满足，使高兴
abstract  a.抽象的;n.(书籍、演说等的)摘要
nice  a.美好的
liquid  n.液体；流体
culture  n.文化，养殖
hereby  adv.以此
egocentric  adj.利己的
embellishment  n.装饰,渲染;装饰之物
girder  n.大梁
guru  n.古鲁(印度的宗教领袖);(受尊敬的)教师或专家
perfect  a.完美的
preferably  adv.更好地,宁可
hyperbolic  adj.夸张的
roman  n.古罗马人a.罗马的
ascribe  vt.把…归因于;把…归属于
poll  n.民意测验；(pl.)政治选举v.获得…选票
pole  n.极;杆
forensic  adj.法庭的,辩论的
graceful  a.优美的，文雅的，大方的
stringent  adj.(规定)严苛的；缺钱的
preferable  a.(to)更可取的，更好的
conspiracy  n.阴谋,同谋
frog  n.蛙
spite  n.恶意；怨恨
oracular  adj.神谕的；意义模糊的
aristocratic  adj.贵族的
punctuality  n.准时
nephew  n.侄子，外甥
from  prep.从
Spanish  a.西班牙的n.西班牙人
recuperate  v.恢复(健康),复原
bench  n.长凳，条凳；(工作)台，座
Japan  n.日本
ill  a.有病的
finished  adj.制成的
yeoman  n.自耕农,乡下人
rhyme  n.韵，脚韵
poke  v./n.拨;戳
rejection  n.拒绝
lustre  n.光亮,光泽
centaur  n.人头马怪物
manufacture  vt.大量制造加工;n.(大量)制造;产品
fortress  n.堡垒，要塞
bedizen  v.把...装饰得华丽而俗气
predicament  n.困境,窘境
guesthouse  n.宾馆
forthrightly  adv.直率地
pond  n.池塘
death  n.死，死亡；灭亡，毁灭，死因
trite  adj.陈腐的,陈词滥调的
ashtray  n.烟灰缸
deportment  n.(尤指少女的)风度,举止
adornment  n.装饰(品)
brassy  adj.厚脸皮的,无礼的
bestow  vt.把…赠与
imp  n.小鬼；顽童
friable  adj.易碎的
differential  adj.有差别的
Oceania  n.大洋洲
despotism  n.专制,暴政
ocular  adj.眼睛的；可见的
forsake  vt.遗弃，抛弃，摒绝
rust  n./v.锈;生锈;荒废
paper  n.纸
atmospheric  a.大气的；大气层的
liberality  n.慷慨；心胸开阔
unalterable  adj.不可改变的
discriminate  v.区别,区分;歧视
camouflage  n./v.掩饰,伪装
value  n.价值vt.评估
annex  n.附录，附件
ruse  n.骗术,诡计
repay  v.偿还，报答
underutilized  adj.未充分利用的
ink  n.墨水，油墨
inn  n.小旅馆，客栈
verified  adj.检验的,核实的
rush  v.冲击
tricky  adj.巧妙的，狡猾的
worthless  a.无价值的，无用的
gush  v.涌出；滔滔不绝地说
sanctimonious  adj.假装神圣的
carrot  n.胡萝卜
gust  n.阵风;(感情的)迸发
pope  n.罗马教皇，主教，大腿上要害部位
unconvincing  adj.不易令人信服的,没有说服力的
braggart  n.吹牛者(personwhobrags)
potentiate  v.加强(力量,效果)
coagulation  n.凝固
properly  ad.适当地；彻底地
poor  a.贫穷的
potation  n.畅饮；饮料
unsatisfactory  a.不能令人满意的
enduring  adj.持续的
excellent  a.优秀的
fairly  ad.公正地，正当地；相当，还算
pool  n.池vt.合伙
handwriting  n.笔迹，手迹，书法
moratorium  n.停止偿付；禁止活动
airport  n.机场，航空站，航空港
Islam  n.伊斯兰教，回教
harangue  n.［贬］长篇指责性演说
municipal  a.市的;市政的
better-off  adj.经济情况较好的
pony  n.小马
titular  adj.有名无实的,名义上的
shortly  ad.立刻，不久；不耐烦地，简慢地
criterion  n.评判的标准,尺度
equitation  n.骑术
pore  n.毛孔，气孔，细孔
unkind  a.不仁慈的，不和善的
insistence  n.坚持,强求
pork  n.猪肉
ornamental  a.装饰的n.装饰品
lineaments  n.(面部等的)特征,轮廓
vocabulary  n.词汇，词汇量；词汇表
efface  v.擦掉,抹去
aggressive  a.侵略的;有进取心的
ire  n.愤怒;v.激怒
irk  v.使苦恼的,厌烦
crochet  n.钩针织物；v.用钩针编织
unleash  v.发泄,释放
totter  v.摇摇欲坠；步伐蹒跚
embarrassment  n.窘迫，尴尬
disdain  vt./n.蔑视,轻视
stratum  n.地层；社会阶层
handbag  n.手袋，手提包
turbulent  a.狂暴的,骚乱的;汹涌的
grating  adj.(声音)刺耳的；恼人的
grocery  n.食品杂货店
stronghold  n.堡垒，要塞
